product_name,raw_category,ondc_domain,district
One Gram Gold Plated Mangalsutra Design Black Beads for Women,Jewellary,RET12,Kadapa
Yellow and White Floral Embroidered Cotton Suit with Chiffon Dupatta,hand looms,RET12,Kadapa
Gold Plated Black Beads Pendant Set with Ruby Stone and Pearls Online,Jewellary,RET12,Kadapa
Girls' Traditional Indian Lehenga Choli Set | Wedding Party Wear | Readymade Lehenga Choli,,MISSING,Kadapa
Jonna Sev 250 Grm,,MISSING,Kadapa
Colorful Handwoven Market Tote Bag with Blue and Green Accents,Home Décor,RET16,Kadapa
Small Handwoven Market Tote Basket with Double Handles,Home Décor,RET16,Kadapa
Handwoven Striped Plastic Market Basket with Double Handles,Home Décor,RET16,Kadapa
Georgette Silk Blouse Piece with Pink Colour Machine Embroidery Work,Fashion,RET12,Kadapa
Green cotton Silk fabric with Machine embroidery work,hand looms,RET12,Kadapa
Treditional Mustard Yellow Glass Bangles of Rain stones for Women's,Jewellary,RET12,Kadapa
Maroon Glass Bangle Set with Rhinestone for Women's,Jewellary,RET12,Kadapa
One Gram Gold Plated Traditional Indian Jhumka Earrings For Women,Jewellary,RET12,Kadapa
Gold Plated Traditional Indian Jhumka Earrings for Women,Jewellary,RET12,Kadapa
Gold Plated Traditional Indian Jhumka Earrings for Women,Jewellary,RET12,Kadapa
One Gram Gold Plated Long Chain Drop Earrings with Green Beads,Jewellary,RET12,Kadapa
One Gram Gold Plated Long Chain Drop Earrings with Flower Design,Jewellary,RET12,Kadapa
4 Piece Set of Gold Bangles with Etched Floral Design,Jewellary,RET12,Kadapa
Indian Traditional Gold Plated Wedding Bangle Set for Women,Jewellary,RET12,Kadapa
One Gram Gold Plated Designer Bangle Set for Women and Girls - Set of 4,Jewellary,RET12,Kadapa
One Gram Gold Plated Ruby Stone Jhumka Earrings for Women,Jewellary,RET12,Kadapa
One Gram Gold Plated Black Beads Short mungalsutra with Stone work nice pendant,Jewellary,RET12,Kadapa
One Gram Gold Plated Short Black Beads Mungalsutra with Beautiful Stone work pendant,Jewellary,RET12,Kadapa
Gold Plated Short Black Beads Mangalsutra,Jewellary,RET12,Kadapa
Blue Cotton Silk Blouse Piece With White Embroidery Work,Fashion,RET12,Kadapa
Pink and gold zari embroidered silk blouse with floral motifs,Fashion,RET12,Kadapa
Pink Machine Embroidered Blouse Piece With Blue Floral Motifs,Fashion,RET12,Kadapa
Red Colour women's cotton  Saree Petticoat,Fashion,RET12,Kadapa
Purple Colour Pure Cotton Saree Petticoat for Women's  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Multicolour Lightwight Georgette Saree with Plain Blouse Piece,Fashion,RET12,Kadapa
Women's Pink Colour Soft Silk Small Boarder Saree with Contrast Yellow Colour Blouse Piece  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Yellow Pure Georgette Bandhani Saree With Blouse Piece  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Baby Girl's Floral Print Dress with Blue Ruffles and Black Leggings,,MISSING,Kadapa
Boys' red and white striped shirt and tan pants set,Fashion,RET12,Kadapa
Newborn Baby Girl's White Chiffon Polka Dot Top and Ruffle Skirt Set,,MISSING,Kadapa
Pink Colour Traditional Indian Clothing for Kids Sherwani Set for Boys,hand looms,RET12,Kadapa
Libas presents stylish and comfortable 3 piece ethnic wear set for baby girls,,MISSING,Kadapa
Girls Orange Floral Print Long Sleeves and Coat Button Down Vest With Leggings Set,,MISSING,Kadapa
Girls' Embroidered A-Line Dress with Sash,,MISSING,Kadapa
Boys' Party Wear Suit Set - 3 Piece - Navy Blue,,MISSING,Kadapa
Boys' Pink Paisley Suit Set - 3 Piece,,MISSING,Kadapa
Baby Boys Formal Suit Set - 3 Piece Kids Gentleman Outfit for Wedding Party,,MISSING,Kadapa
"Women's Cotton Maxi Nightgown, Pink Floral Print, Size L",hand looms,RET12,Kadapa
Women's Cotton Printed Maxi Nightgown - Comfortable and Stylish Sleepwear,hand looms,RET12,Kadapa
Peach Floral Print Kota Cotton Saree With Blouse Piece,Fashion,RET12,Kadapa
The Chennai Silk saree with Blouse Piece,Fashion,RET12,Kadapa
Beautiful Uppada Jamdani Saree with a floral design,Fashion,RET12,Kadapa
Gold Plated Traditional Indian Necklace Set with Green Beads for Women,Jewellary,RET12,Kadapa
Set of 12 Maroon Glass Bangles with Rhinestone,Jewellary,RET12,Kadapa
Gold Plated Bangles Set with Multicolor Stones for Women,Jewellary,RET12,Kadapa
Gold Plated Mint Green Beaded Bangle Set of 2,Jewellary,RET12,Kadapa
Black Beads Mangalsutra with Gold Pendant for Women,Jewellary,RET12,Kadapa
Traditional Mangalsutra Black Beeds Long Chain For Women,Jewellary,RET12,Kadapa
One Gram Gold Chandbali Earrings with Ruby and Pearl Drop for Women,Jewellary,RET12,Kadapa
One Gram Gold Cubic Zirconia Flower Stud Earrings,Jewellary,RET12,Kadapa
Kundan Meenakari Gold Plated Choker Necklace Set With Earrings,Jewellary,RET12,Kadapa
Georgette embroidered work Anarkali suit with heavy Work dupatta,hand looms,RET12,Kadapa
Stylish Multicolour Hand Fan,Home Décor,RET16,Kadapa
Red Cotton Palazzo Pants with Bell Bottoms and Ruffle,hand looms,RET12,Kadapa
Small Coin Purse Wallet 12 Pcs,Fashion,RET12,Kadapa
Wood Hand Made Picnic Basket with Handles and Stylish Basket,Home Décor,RET16,Kadapa
Wicker Picnic Basket with Handle,Home Décor,RET16,Kadapa
Kalankari Hand Purse Big,Fashion,RET12,Kadapa
Cotton Sling Bag Big with Adjustable Strap,Home Décor,RET16,Kadapa
Handwoven Wicker Picnic Basket,Home Décor,RET16,Kadapa
Royal Blue Georgette Saree With Silver Embroidery Work,Fashion,RET12,Kadapa
Yellow Embroidered Hand Purse Big with Mirror Work,Fashion,RET12,Kadapa
Blue Cotton Blend Stretchable Churidar Leggings for Women,hand looms,RET12,Kadapa
Designer Hand Embroidered Sling Bag,Home Décor,RET16,Kadapa
Green and Pink Kanjivaram Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Red and White Long Sleeve Dress,,MISSING,Kadapa
Women's High Waist Wide Leg Palazzo Pants,,MISSING,Kadapa
Red and White Floral A-Line Maxi Skirt,,MISSING,Kadapa
Pink Hand Embroidered Mirror Work Tote Bag with Green and Yellow Accents,Home Décor,RET16,Kadapa
Cream Colour  Soft Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Floral Printed Pure kashmiri Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Pink Colour Kashmir Silk Saree with Blouse Piece,Fashion,RET12,Kadapa
Hand Block Printed Soft Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Half White Floral Designer Pure Linen Saree with Blouse piece,Fashion,RET12,Kadapa
White Linen Saree With Multicolor Butterfly Print And Blue Border,Fashion,RET12,Kadapa
Floral Print Pure Linen Saree With Blouse Piece In Purple Color Small Border,Fashion,RET12,Kadapa
Green and Blue Floral Print Pure Kashmir Silk Saree with Blouse Piece,Fashion,RET12,Kadapa
Blue and Green Colour Soft Silk Saree with Blouse Piece,Fashion,RET12,Kadapa
Black and Red colour Floral Designer Pure Silk Saree with Blouse Piece,Fashion,RET12,Kadapa
Pure Linen Floral and Birds Printed sarees with Blouse piece,Fashion,RET12,Kadapa
Musturd Yellow Kashmir Silk saree with Blouse,Fashion,RET12,Kadapa
Green and Brown Floral Print Pure Kashmir Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Green and Blue Pure Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
One gram Gold Bangles Set of 4,Jewellary,RET12,Kadapa
Bridal Gold Plated Traditional Indian Necklace Set,Jewellary,RET12,Kadapa
One Gram Gold-plated traditional Indian necklace set with green stones,Jewellary,RET12,Kadapa
Bridal Gold Plated Necklace Set with Earrings for Women,Jewellary,RET12,Kadapa
Gold Plated Kundan and Pearl Necklace Set with Earrings for Women,Jewellary,RET12,Kadapa
Gold Plated Kundan Bangles Set of 4,Jewellary,RET12,Kadapa
Gold Plated Bangles With Meenakari Work,Jewellary,RET12,Kadapa
Set of 12 Glass Bangles with Rhinestones in Blue,Jewellary,RET12,Kadapa
Set of 12 Orange Glass Rhinestone Bangles,Jewellary,RET12,Kadapa
Multicolor Rhinestone Bangles Set of 12,Jewellary,RET12,Kadapa
Designer One Gram Gold Bangles Set of 4,Jewellary,RET12,Kadapa
Green and White Rhinestone Bangles Set of 12,Jewellary,RET12,Kadapa
Set of 12 Bangles with Rhinestones in Purple,Jewellary,RET12,Kadapa
Women's Green Printed Cotton Kurta with Palazzo Pants and Dupatta Set,hand looms,RET12,Kadapa
Purple Women's Lightweight Floral Print saree,Fashion,RET12,Kadapa
Lavender Colour Georgette Saree With Blouse Piece,Fashion,RET12,Kadapa
Pista Green Chiffon Saree With Blouse Piece,Fashion,RET12,Kadapa
Women's  Leather Handbag - Brown,Home Décor,RET16,Kadapa
Women's  Leather Hand Bag with Double Handles,Home Décor,RET16,Kadapa
Jute Women's White and Red Shoulder Hand Bag,Home Décor,RET16,Kadapa
Brown Faux Leather Hand Bag with Double Handles and Zip Closure,Home Décor,RET16,Kadapa
Pure Leather Black Handbag with Top Handle and Front Pocket,Home Décor,RET16,Kadapa
Women's Leather Black Hand Bag with Top Handles and Zip Closure,Home Décor,RET16,Kadapa
Women's Faux Leather Tote Bag with Magnetic Snap Closure and Double Handles,Home Décor,RET16,Kadapa
Women's Leather green Handbag,Home Décor,RET16,Kadapa
Pure Leather Women's Handbag,Home Décor,RET16,Kadapa
Teak Wood Rocking Chair with Upholstered Seat and Back,Fashion,RET12,Kadapa
Navy Blue Colour Floral Print Saree With Pink Border,Fashion,RET12,Kadapa
Blue Georgette Saree With Pink Floral Print,Fashion,RET12,Kadapa
Violet Queen Georgette Saree with Blouse,Fashion,RET12,Kadapa
Pink Georgette Saree With Golden Zari Border,Fashion,RET12,Kadapa
Yellow and Pink  Big Size Handwoven Wire Bag,Home Décor,RET16,Kadapa
Black and Red Colour Big Size Handwoven Market Wire Bag,Home Décor,RET16,Kadapa
Big Size Handwoven Pink Colour Wire Bag,Home Décor,RET16,Kadapa
Big Size Wire Bag with Neon Green and Pink Accents,Home Décor,RET16,Kadapa
Handmade Pink and White Plastic Wire Basket,Home Décor,RET16,Kadapa
Handmade Yellow Colorful Plastic Woven Wire Bag,Home Décor,RET16,Kadapa
Handmade Colorful Plastic Wire Bag,Home Décor,RET16,Kadapa
Orange and White Handwoven Plastic Wire Bag,Home Décor,RET16,Kadapa
Medium Size Handwoven Plastic Basket with Neon Pink and Green Accents,Home Décor,RET16,Kadapa
Purple Handwoven Wire Bag,Home Décor,RET16,Kadapa
One Gram Gold Plated Traditional Long Mangalsutra with Black Beads,Jewellary,RET12,Kadapa
One Gram Gold Plated Traditional Indian Necklace,Jewellary,RET12,Kadapa
One Gram Gold Necklace with Ruby and Emerald Stones,Jewellary,RET12,Kadapa
One Gram Gold Necklace with Lakshmi Pendant,Jewellary,RET12,Kadapa
One Gram Gold Pendant and Necklace Set with Ruby and Pearl,Jewellary,RET12,Kadapa
One Gram Gold Plated Laxmi Pendant Necklace Set with Ruby and Emerald Stones,Jewellary,RET12,Kadapa
One gram Gold Traditional Indian Necklace with Pendant for Women,Jewellary,RET12,Kadapa
One gram gold Kasula Peru Long Haram,Jewellary,RET12,Kadapa
Handmade Cotton Door Mat,Home Décor,RET16,Kadapa
Handmade Colorful Patchwork Door Mat,Home Décor,RET16,Kadapa
One Gram Gold Plated Traditional Long Haram Necklace Set with Ruby and Emerald Stones,Jewellary,RET12,Kadapa
One Gram Gold Plated Traditional Indian Bangle Set for Women,Jewellary,RET12,Kadapa
One gram Gold Plated White AD Stone Studded Earrings with Ruby and Emerald Stones,Jewellary,RET12,Kadapa
Traditional Indian Gold Plated Marathi Wedding Patta,Jewellary,RET12,Kadapa
Delicate One Gram Gold-Plated Pearl Necklace with Intricate Pendant,Jewellary,RET12,Kadapa
One Gram Gold Plated Traditional Indian Necklace Set with Ruby Stones and Pearls,Jewellary,RET12,Kadapa
1 Gram Gold Plated Ruby and Pearl Jhumka Earrings,Jewellary,RET12,Kadapa
Traditional Gold Plated Pendant Set with Ruby and Pearls,Jewellary,RET12,Kadapa
Gold Plated Meenakari Kundan Jhumki Earrings,Jewellary,RET12,Kadapa
Turquoise Beaded Necklace with Gold Accents,Jewellary,RET12,Kadapa
Gold Plated Kundan and Pearl Stud Earrings,Jewellary,RET12,Kadapa
Mustard yellow pure handloom mangalagiri cotton silk saree with zari border,Fashion,RET12,Kadapa
Blue and gold zari silk blend traditional Indian sari with peacock and floral motifs,Jewellary,RET12,Kadapa
Blue Sequinned Saree With Blouse Piece,Fashion,RET12,Kadapa
Green Floral Sayali Crape Saree With Blouse Piece,Fashion,RET12,Kadapa
Pure Linen Saree With Blouse Piece,Fashion,RET12,Kadapa
Magenta and Yellow Floral Georgette Saree,Fashion,RET12,Kadapa
Floral Printed Georgette Saree With Blouse Piece,Fashion,RET12,Kadapa
White Floral Printed Cotton Saree With Blouse,Fashion,RET12,Kadapa
White and Pink Floral Saree with Tassels,Fashion,RET12,Kadapa
White and Pink Linen cotton Floral Saree,Fashion,RET12,Kadapa
Red and Blue Kanjivaram Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
White Floral Saree with Multicolor Border,Fashion,RET12,Kadapa
White and Pink Floral Linen cotton Saree with Blouse Piece,Fashion,RET12,Kadapa
White Floral Printed Linen Saree With Blouse Piece,Fashion,RET12,Kadapa
Soft Purple Hand-Dyed Silk Scarf with Butterfly Pattern,Home Décor,RET16,Kadapa
Blue and Green Silk Saree with Blouse Piece,Fashion,RET12,Kadapa
White and Blue Peacock Print Saree,Fashion,RET12,Kadapa
Peach Handloom Pure Linen Saree With Kalamkari Print and Blouse,Fashion,RET12,Kadapa
Blue and Black Silk Saree with Golden Border,Fashion,RET12,Kadapa
"Women's Traditional Indian Saree with Blouse Piece, Purple",Fashion,RET12,Kadapa
White and Pink Floral Print Saree with Blouse Piece,Fashion,RET12,Kadapa
Green and Pink Silk Saree with Golden Zari Border,Fashion,RET12,Kadapa
Blue Georgette Saree With Silver Zari Border,Fashion,RET12,Kadapa
White Chiffon Fabric with Embroidered Roses and Floral Printed Border,,MISSING,Kadapa
Green and Pink Banarasi Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Georgette Saree With Blouse Piece,Fashion,RET12,Kadapa
Georgette Saree With Blouse Piece,Fashion,RET12,Kadapa
"A beautiful and elegant cotton silk saree with a blouse piece, featuring intricate floral and animal prints in vibrant colors.",Fashion,RET12,Kadapa
Pink and gold zari work soft silk saree with blouse piece,Fashion,RET12,Kadapa
Georgette Chiffon Saree With Blouse Piece,Fashion,RET12,Kadapa
Women's Blue and White Bandhani Printed Saree,Fashion,RET12,Kadapa
Black and White Ikat Saree with Silver Zari Border,Fashion,RET12,Kadapa
Women's lightweight summer scarf with bright orange and pink geometric pattern and white crochet lace trim,,MISSING,Kadapa
Peach Georgette Embroidery Work Saree With Blouse Piece,Fashion,RET12,Kadapa
Black Georgette Printed Saree With Blouse Piece,Fashion,RET12,Kadapa
Green and Purple Silk Saree with Traditional Indian Motif,Fashion,RET12,Kadapa
Cream Georgette Embroidered Saree With Purple Blouse,Fashion,RET12,Kadapa
Disney Mickey Mouse and Minnie Mouse Hearts Fabric,,MISSING,Kadapa
Women's Floral Print Chiffon Scarf,,MISSING,Kadapa
A beautiful handloom cotton saree with Warli hand-painted designs and a contrast blue border.,Fashion,RET12,Kadapa
Green Floral Saree With Pink Border,Fashion,RET12,Kadapa
Blue Butterfly Georgette Saree With Blouse Piece,Fashion,RET12,Kadapa
Rock N Roll Designer Fancy Saree,Fashion,RET12,Kadapa
Yellow and Blue Traditional Saree With Blouse Piece,Fashion,RET12,Kadapa
Pink Saree With Golden Border  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Traditional Indian Gold Plated Mangalsutra Necklace for Women,Jewellary,RET12,Kadapa
"Gold-plated, long traditional haram with matching earrings",Jewellary,RET12,Kadapa
Blue Handloom Pure Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Blouse piece with gaji silk cotton running material  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Blue and maroon cotton silk saree with zari border  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Cream and Pink Floral Saree With Silver Zari Border 6 meters with combined blouse,Fashion,RET12,Kadapa
Purple Handloom Cotton Saree With Madhubani Print Work And Blouse Piece,Fashion,RET12,Kadapa
White Floral Saree with Blue Border  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Pink and gold zari woven Kanjivaram silk saree with red border 5.5 meters with combined blouse,Fashion,RET12,Kadapa
White and Blue Floral Saree with Zari Border  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Georgette Saree With Blouse Piece  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Cream and Mustard Yellow Pure Handloom Tussar Silk Saree With Blouse Piece and Running Blouse,Fashion,RET12,Kadapa
Blue and White Striped Canvas Tote Bag with Rope Handles,Home Décor,RET16,Kadapa
Small Floral Jute Bag with Orange Handles,Home Décor,RET16,Kadapa
Black and White Floral Jute Tote Bag,Home Décor,RET16,Kadapa
Blue Jute Bag with Green Floral Patchwork and Zipper Closure,Home Décor,RET16,Kadapa
Blue Jute Wine Bottle Bag,Home Décor,RET16,Kadapa
Red Ethnic Print Jute Tote Bag,Home Décor,RET16,Kadapa
Multi-Strand Pearl Necklace with Gold-Plated Pendant,Jewellary,RET12,Kadapa
Delicate Gold Plated Long Necklace with Ruby and Pearl Pendant,Jewellary,RET12,Kadapa
Gold Plated Tennis Bracelet with Round Cubic Zirconia Stones,Jewellary,RET12,Kadapa
Traditional Indian Mangalsutra Gold Plated Black Beads Necklace for Women,Jewellary,RET12,Kadapa
White Pearl and Rhinestone Flower Choker Necklace and Earrings Set,Jewellary,RET12,Kadapa
Exquisite Pearl and Gold Plated Haram Necklace with Floral Pendant,Jewellary,RET12,Kadapa
Gold Plated Traditional Indian Necklace Set with Green Beads and Pink Stone Pendant,Jewellary,RET12,Kadapa
Gold Plated Mangalsutra Tanmaniya Necklace For Women,Jewellary,RET12,Kadapa
South Indian Traditional Temple Jewellery Set,Jewellary,RET12,Kadapa
South Indian Traditional Gold Plated Wedding Kempu Jewellery Set,Jewellary,RET12,Kadapa
Bridal Gold Plated Kundan Necklace Set With Earrings And Maang Tikka,Jewellary,RET12,Kadapa
Stunning Gold-Plated Heart-Shaped Pendant Necklace Set with Earrings for Women,Jewellary,RET12,Kadapa
Black Beaded Bangle Set,Jewellary,RET12,Kadapa
"""Stunning Chandbali Ruby and Pearl Drop""",Home Décor,RET16,Kadapa
"""Exquisite Pearl and Pink Stone Pendant Necklace with Golden Beads""",Jewellary,RET12,Kadapa
Green and Orange Handloom Pure Katan Silk Saree With Blouse Piece,Fashion,RET12,Kadapa
Handwoven Market Tote,Fashion,RET12,Kadapa
Handwoven Market Basket,Home Décor,RET16,Kadapa
Handwoven Market Tote,Fashion,RET12,Kadapa
 Red and gold zari woven Kanchipuram silk saree with blouse piece,Fashion,RET12,Kadapa
Green and Purple Silk Saree With Golden Zari Border,Fashion,RET12,Kadapa
"""Yajnadhaara Panchagavya Moolika Dhoopam""",hand looms,RET12,Kadapa
Green and gold zari woven Kanjivaram silk saree with floral motifs  6 meters with combined blouse,Fashion,RET12,Kadapa
Green and Pink Floral Saree  5.5 meters with combined blouse,Fashion,RET12,Kadapa
Blue Hand Embroidered Handbag,Home Décor,RET16,Kadapa
Red Hand Embroidered Clutch with Mirror Work,Home Décor,RET16,Kadapa
Handmade Beaded Blue Cotton Tote Bag,Home Décor,RET16,Kadapa
Green and gold zari woven Kanjivaram silk saree with blouse piece,Fashion,RET12,Kadapa
Set of 8 Glass Bangles with Rhinestone Accents - Blue,Jewellary,RET12,Kadapa
Blue  Blouse With Zari And Stone Embroidery Work,Fashion,RET12,Kadapa
Red and gold embroidered blouse with floral design,Fashion,RET12,Kadapa
Green silk embroidered blouse with mirror work,Fashion,RET12,Kadapa
Embroidered Blouse With Zari Work,Fashion,RET12,Kadapa
Blouse with intricate zari and stone embroidery,Fashion,RET12,Kadapa
Orange and gold embroidered blouse with beads,Fashion,RET12,Kadapa
Green Saree With Golden Border,Fashion,RET12,Kadapa
Purple Silk Saree With Golden Zari Border,Fashion,RET12,Kadapa
Yellow and Blue Traditional Saree with Floral Brocade Border,Fashion,RET12,Kadapa
Green and gold zari woven Kanchipuram silk saree with contrast red border,Fashion,RET12,Kadapa
Cream color traditional silk saree with zari border,Fashion,RET12,Kadapa
Blue Embroidered Blouse Piece With Floral Butta Work,Fashion,RET12,Kadapa
Women's Hand Embroidered Purple Silk Saree Blouse,Fashion,RET12,Kadapa
Red and gold embroidered blouse with floral motifs,Fashion,RET12,Kadapa
Embroidered Blouse With Floral Butta Work,Fashion,RET12,Kadapa
Pink Georgette Embroidered Blouse Piece,Fashion,RET12,Kadapa
Pure Cow Ghee,,MISSING,Kadapa
Red and White Artificial Rose Flower Garland for Women,,MISSING,Kadapa
Bridal Gold Plated Haram Necklace Set With Earrings and Maang Tikka,Jewellary,RET12,Kadapa
